	kingdom	phylum	class	order	family	genus	species
Otu10546	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10547	Fungi	Ascomycota					
Otu10548	Fungi						
Otu10549	Fungi						
Otu10550	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hemimycena	Hemimycena_pseudogracilis
Otu10551	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu10552	Fungi	Ascomycota					
Otu10553	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	unidentified
Otu10554	Fungi	Ascomycota	Lecanoromycetes	unidentified	unidentified	unidentified	unidentified
Otu10555	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10556	Fungi						
Otu10557	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Otu10558	Fungi						
Otu10559	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10560	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	unidentified
Otu10561	Fungi						
Otu10562	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10563	Fungi						
Otu10564	Fungi						
Otu10565	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10566	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	
Otu10567	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Otu10568	Fungi						
Otu10569	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10570	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia_thailandica
Otu10571	Fungi						
Otu10572	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	unidentified	unidentified
Otu10573	Fungi						
Otu10574	Fungi	Ascomycota	Sordariomycetes				
Otu10575	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10576	Fungi						
Otu10577	Fungi						
Otu10578	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	unidentified
Otu10579	Fungi						
Otu10580	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10581	Fungi						
Otu10582	Fungi	Basidiomycota					
Otu10583	Fungi						
Otu10584	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	Zopfiella_longicaudata
Otu10585	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu10586	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu10587	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum_triplex
Otu10588	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10589	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
Otu10590	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
Otu10591	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10592	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	
Otu10593	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_cohaerens
Otu10594	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10595	Fungi						
Otu10596	Fungi						
Otu10597	Fungi						
Otu10598	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10599	Fungi						
Otu10600	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	Chlorophyllum_molybdites
Otu10601	Fungi						
Otu10602	Fungi						
Otu10603	Fungi						
Otu10604	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_vermiculata
Otu10605	Fungi	Ascomycota					
Otu10606	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Calycina	Calycina_marina
Otu10607	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	unidentified
Otu10608	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10609	Fungi						
Otu10610	Fungi						
Otu10611	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	
Otu10612	Fungi	Basidiomycota	Agaricomycetes				
Otu10613	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu10614	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu10615	Fungi						
Otu10616	Fungi						
Otu10617	Fungi	Basidiomycota	Tremellomycetes				
Otu10618	Fungi						
Otu10619	Fungi	Basidiomycota	Agaricomycetes				
Otu10620	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10621	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
Otu10622	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu10623	Fungi						
Otu10624	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10625	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu10626	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10627	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10628	Fungi						
Otu10629	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Acericola	Acericola_italica
Otu10630	Fungi						
Otu10631	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10632	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Biappendiculispora	unidentified
Otu10633	Fungi						
Otu10634	Fungi	Ascomycota					
Otu10635	Fungi						
Otu10636	Fungi						
Otu10637	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Triparticalcar	unidentified
Otu10638	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	Hypomyces_cervinus
Otu10639	Fungi						
Otu10640	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10641	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	unidentified
Otu10642	Fungi						
Otu10643	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10644	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella	unidentified
Otu10645	Fungi						
Otu10646	Fungi						
Otu10647	Fungi						
Otu10648	Fungi						
Otu10649	Fungi						
Otu10650	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Periglandula	unidentified
Otu10651	Fungi						
Otu10652	Fungi						
Otu10653	Fungi						
Otu10654	Fungi						
Otu10655	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria_mellea
Otu10656	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Neoconiothyrium	Neoconiothyrium_hakeae
Otu10657	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10658	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	unidentified
Otu10659	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	unidentified
Otu10660	Fungi						
Otu10661	Fungi						
Otu10662	Fungi						
Otu10663	Fungi	Ascomycota					
Otu10664	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10665	Fungi						
Otu10666	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	unidentified
Otu10667	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu10668	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe_mairei
Otu10669	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
Otu10670	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	unidentified
Otu10671	Fungi						
Otu10672	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10673	Fungi						
Otu10674	Fungi	Basidiomycota	Agaricomycetes				
Otu10675	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu10676	Fungi						
Otu10677	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber_fabisporus
Otu10678	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Otu10679	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	
Otu10680	Fungi	Rozellomycota					
Otu10681	Fungi						
Otu10682	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Udeniozyma	Udeniozyma_ferulica
Otu10683	Fungi						
Otu10684	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
Otu10685	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu10686	Fungi	Ascomycota					
Otu10687	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10688	Fungi	Ascomycota					
Otu10689	Fungi	Basidiomycota	Agaricomycetes				
Otu10690	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Melanoleuca	Melanoleuca_rasilis
Otu10691	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	Phaeococcomyces_mexicanus
Otu10692	Fungi						
Otu10693	Fungi						
Otu10694	Fungi						
Otu10695	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10696	Fungi						
Otu10697	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_micaceus
Otu10698	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10699	Fungi						
Otu10700	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu10701	Fungi						
Otu10702	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu10703	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10704	Fungi						
Otu10705	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	unidentified
Otu10706	Fungi						
Otu10707	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10708	Fungi						
Otu10709	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Omnidemptus	Omnidemptus_graminis
Otu10710	Fungi	Ascomycota					
Otu10711	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	unidentified
Otu10712	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	unidentified
Otu10713	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	unidentified
Otu10714	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	unidentified
Otu10715	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	unidentified
Otu10716	Fungi						
Otu10717	Fungi	Ascomycota	Sordariomycetes				
Otu10718	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	
Otu10719	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Atrocalyx	Atrocalyx_bambusae
Otu10720	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
Otu10721	Fungi						
Otu10722	Fungi	Basidiomycota	Agaricomycetes				
Otu10723	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu10724	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	unidentified
Otu10725	Fungi						
Otu10726	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10727	Fungi						
Otu10728	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10729	Fungi						
Otu10730	Fungi						
Otu10731	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu10732	Fungi						
Otu10733	Fungi						
Otu10734	Fungi						
Otu10735	Fungi						
Otu10736	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
Otu10737	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10738	Fungi	Basidiomycota	Agaricomycetes				
Otu10739	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
Otu10740	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria_stemmata
Otu10741	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
Otu10742	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu10743	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10744	Fungi	Ascomycota	Sordariomycetes				
Otu10745	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_masseei
Otu10746	Fungi						
Otu10747	Fungi						
Otu10748	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_laurentii
Otu10749	Fungi	Ascomycota					
Otu10750	Fungi						
Otu10751	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10752	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	Dictyosporium_heptasporum
Otu10753	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Sistotrema	unidentified
Otu10754	Fungi						
Otu10755	Fungi						
Otu10756	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
Otu10757	Fungi						
Otu10758	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_roseolum
Otu10759	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10760	Fungi						
Otu10761	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_exile
Otu10762	Fungi	Ascomycota					
Otu10763	Fungi						
Otu10764	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu10765	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae		
Otu10766	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales	Tremellodendropsidaceae	Tremellodendropsis	Tremellodendropsis_tuberosa
Otu10767	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10768	Fungi						
Otu10769	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10770	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu10771	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu10772	Fungi						
Otu10773	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Alloconiothyrium	Alloconiothyrium_aptrootii
Otu10774	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10775	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
Otu10776	Fungi	Ascomycota					
Otu10777	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu10778	Fungi						
Otu10779	Fungi	Ascomycota					
Otu10780	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	Sporormiella_megalospora
Otu10781	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10782	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10783	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10784	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_discospora
Otu10785	Fungi						
Otu10786	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Linderina	Linderina_macrospora
Otu10787	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	unidentified
Otu10788	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Madurella	unidentified
Otu10789	Fungi						
Otu10790	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus_orientalis
Otu10791	Fungi	Ascomycota	Leotiomycetes				
Otu10792	Fungi						
Otu10793	Fungi						
Otu10794	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	
Otu10795	Fungi						
Otu10796	Fungi						
Otu10797	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Lacrymaria	Lacrymaria_lacrymabunda
Otu10798	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
Otu10799	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia_psychrophila
Otu10800	Fungi						
Otu10801	Fungi						
Otu10802	Fungi						
Otu10803	Fungi	Basidiomycota	Agaricomycetes				
Otu10804	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe	Elsinoe_semecarpi
Otu10805	Fungi						
Otu10806	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu10807	Fungi						
Otu10808	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	unidentified
Otu10809	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10810	Fungi	Basidiomycota	Agaricomycetes				
Otu10811	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	unidentified	unidentified
Otu10812	Fungi						
Otu10813	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10814	Fungi	Glomeromycota	Paraglomeromycetes	GS24	unidentified	unidentified	unidentified
Otu10815	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	unidentified
Otu10816	Fungi						
Otu10817	Fungi						
Otu10818	Fungi						
Otu10819	Fungi						
Otu10820	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu10821	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	unidentified
Otu10822	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia_delicata
Otu10823	Fungi						
Otu10824	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10825	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10826	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania_aenea
Otu10827	Fungi						
Otu10828	Fungi	Ascomycota	Sordariomycetes				
Otu10829	Fungi	Ascomycota	Sordariomycetes	Xylariales	Bartaliniaceae		
Otu10830	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	unidentified	unidentified
Otu10831	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	unidentified	unidentified
Otu10832	Fungi	Ascomycota					
Otu10833	Fungi						
Otu10834	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unidentified
Otu10835	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_microspora
Otu10836	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	unidentified
Otu10837	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_hiemalis
Otu10838	Fungi						
Otu10839	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
Otu10840	Fungi	Ascomycota	Orbiliomycetes	unidentified	unidentified	unidentified	unidentified
Otu10841	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10842	Fungi	Ascomycota					
Otu10843	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu10844	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_terrestris
Otu10845	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10846	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_longistriatum
Otu10847	Fungi						
Otu10848	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	unidentified
Otu10849	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_margaritispora
Otu10850	Fungi						
Otu10851	Fungi						
Otu10852	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	unidentified
Otu10853	Fungi	Ascomycota	Sordariomycetes				
Otu10854	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10855	Fungi						
Otu10856	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10857	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10858	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_beljakovae
Otu10859	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	unidentified	unidentified
Otu10860	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu10861	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_polychromum
Otu10862	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
Otu10863	Fungi	Ascomycota	Sordariomycetes				
Otu10864	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10865	Fungi						
Otu10866	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	unidentified
Otu10867	Fungi						
Otu10868	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea_japonica
Otu10869	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu10870	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
Otu10871	Fungi						
Otu10872	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10873	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu10874	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10	unidentified	unidentified	unidentified
Otu10875	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
