	kingdom	phylum	class	order	family	genus	species
Otu15907	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	uncultured bacterium
Otu15908	Bacteria	Omnitrophicaeota	uncultured bacterium				
Otu15909	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
Otu15910	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	uncultured Chloroflexi bacterium		
Otu15911	Bacteria	Acidobacteria	Subgroup 17				
Otu15912	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8	
Otu15913	Bacteria	Planctomycetes	vadinHA49	uncultured bacterium			
Otu15914	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured subdivision 3 bacterium	
Otu15915	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
Otu15916	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	metagenome		
Otu15917	Bacteria						
Otu15918	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	uncultured bacterium
Otu15919	Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	Parcubacteria group bacterium GW2011_GWA2_40_14		
Otu15920	Bacteria	Patescibacteria	ABY1	Candidatus Kuenenbacteria	uncultured bacterium		
Otu15921	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured	
Otu15922	Bacteria	Acidobacteria	Subgroup 6				
Otu15923	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured bacterium
Otu15924	Bacteria	Omnitrophicaeota	uncultured bacterium				
Otu15925	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	uncultured proteobacterium		
Otu15926	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	uncultured Chloroflexi bacterium
Otu15927	Bacteria	Planctomycetes	Phycisphaerae	C86			
Otu15928	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Ambiguous_taxa
Otu15929	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15930	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	metagenome	
Otu15931	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu15932	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	metagenome	
Otu15933	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
Otu15934	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
Otu15935	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium		
Otu15936	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae		
Otu15937	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured bacterium	
Otu15938	Bacteria	Armatimonadetes	uncultured	metagenome			
Otu15939	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
Otu15940	Bacteria						
Otu15941	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	
Otu15942	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured deep-sea bacterium
Otu15943	Bacteria	Planctomycetes	OM190	uncultured bacterium			
Otu15944	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	metagenome	
Otu15945	Bacteria	Proteobacteria					
Otu15946	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	
Otu15947	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu15948	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
Otu15949	Bacteria						
Otu15950	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured Gemmatimonadaceae bacterium
Otu15951	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured soil bacterium
Otu15952	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	
Otu15953	Archaea	Nanoarchaeaeota	Woesearchaeia				
Otu15954	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	uncultured planctomycete
Otu15955	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium		
Otu15956	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15957	Bacteria						
Otu15958	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured Hymenobacter group bacterium
Otu15959	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu15960	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Otu15961	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	uncultured bacterium
Otu15962	Bacteria	Patescibacteria	Parcubacteria	GWA2-38-13b	uncultured bacterium		
Otu15963	Bacteria						
Otu15964	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	
Otu15965	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15966	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured bacterium		
Otu15967	Bacteria	Elusimicrobia	Lineage IIb	uncultured bacterium			
Otu15968	Bacteria	Patescibacteria	ABY1				
Otu15969	Bacteria	Acidobacteria	Subgroup 6	uncultured bacterium			
Otu15970	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	uncultured	metagenome
Otu15971	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	bacterium enrichment culture clone SRAO_34
Otu15972	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Elev-16S-573	uncultured bacterium		
Otu15973	Bacteria						
Otu15974	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus	
Otu15975	Bacteria	Actinobacteria	MB-A2-108				
Otu15976	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	uncultured bacterium corvenA4
Otu15977	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	uncultured bacterium		
Otu15978	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
Otu15979	Bacteria	Patescibacteria	Parcubacteria				
Otu15980	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
Otu15981	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Anaeromyxobacter dehalogenans	
Otu15982	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11月24日			
Otu15983	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured Syntrophobacteraceae bacterium	
Otu15984	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
Otu15985	Bacteria	Planctomycetes	Pla4 lineage	uncultured bacterium			
Otu15986	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium		
Otu15987	Bacteria	Acidobacteria	Subgroup 6				
Otu15988	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	uncultured bacterium
Otu15989	Bacteria	Patescibacteria	Parcubacteria	Candidatus Doudnabacteria	uncultured bacterium		
Otu15990	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae		
Otu15991	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured bacterium
Otu15992	Bacteria	Patescibacteria	Microgenomatia	Candidatus Collierbacteria	Candidatus Collierbacteria bacterium RIFOXYA2_FULL_46_20		
Otu15993	Bacteria	Planctomycetes	Pla4 lineage	metagenome			
Otu15994	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
Otu15995	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu15996	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
Otu15997	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus Chloroploca	
Otu15998	Bacteria	BRC1	uncultured bacterium				
Otu15999	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
Otu16000	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
Otu16001	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6		
Otu16002	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	metagenome
Otu16003	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu16004	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	uncultured delta proteobacterium	
Otu16005	Bacteria	Proteobacteria	Alphaproteobacteria				
Otu16006	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae		
Otu16007	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 2	Alkaliphilus	
Otu16008	Bacteria	Patescibacteria	Microgenomatia	Candidatus Amesbacteria			
Otu16009	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	metagenome	
Otu16010	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
Otu16011	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu16012	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	uncultured bacterium	
Otu16013	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	Ambiguous_taxa
Otu16014	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	uncultured planctomycete
Otu16015	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	uncultured Frankiaceae bacterium
Otu16016	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
Otu16017	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu16018	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
Otu16019	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
Otu16020	Bacteria	Rokubacteria	NC10	Rokubacteriales			
Otu16021	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae		
Otu16022	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	
Otu16023	Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	uncultured bacterium		
Otu16024	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu16025	Bacteria	Proteobacteria	Gammaproteobacteria				
Otu16026	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Azospirillum sp. T2-YC6788
Otu16027	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria	uncultured bacterium		
Otu16028	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured soil bacterium
Otu16029	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu16030	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	uncultured soil bacterium	
Otu16031	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
Otu16032	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Rhodoligotrophos	Ambiguous_taxa
Otu16033	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
Otu16034	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
Otu16035	Bacteria	Planctomycetes	vadinHA49	metagenome			
Otu16036	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium		
Otu16037	Bacteria	Proteobacteria	Alphaproteobacteria				
Otu16038	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured bacterium
Otu16039	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome
Otu16040	Bacteria	Elusimicrobia	Elusimicrobia	MVP-88	uncultured bacterium		
Otu16041	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	uncultured bacterium
Otu16042	Bacteria	Chloroflexi					
Otu16043	Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria			
Otu16044	Bacteria	Planctomycetes	Pla4 lineage	uncultured bacterium			
Otu16045	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	Ambiguous_taxa
Otu16046	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured delta proteobacterium	
Otu16047	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	uncultured bacterium
Otu16048	Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria	Candidatus Azambacteria bacterium GW2011_GWF2_42_22		
Otu16049	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria			
Otu16050	Bacteria						
Otu16051	Bacteria	Patescibacteria	Parcubacteria	Candidatus Wolfebacteria	uncultured bacterium		
Otu16052	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
Otu16053	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	metagenome	
Otu16054	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
Otu16055	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	
Otu16056	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
Otu16057	Bacteria						
Otu16058	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unidentified	
Otu16059	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu16060	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus Chloroploca	uncultured bacterium
Otu16061	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	uncultured bacterium
Otu16062	Bacteria	Chloroflexi	Ktedonobacteria	C0119			
Otu16063	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	
Otu16064	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	uncultured Chloroflexi bacterium
Otu16065	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria	uncultured bacterium		
Otu16066	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	uncultured Caldilineaceae bacterium		
Otu16067	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured Aquicella sp.
Otu16068	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans	
Otu16069	Bacteria	Patescibacteria	Microgenomatia	Candidatus Gottesmanbacteria	uncultured bacterium		
Otu16070	Bacteria	Acidobacteria	Subgroup 6	uncultured microorganism			
Otu16071	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	uncultured bacterium
Otu16072	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
Otu16073	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	uncultured bacterium
Otu16074	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	uncultured bacterium
Otu16075	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	
Otu16076	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	
Otu16077	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11月24日			
Otu16078	Bacteria	Patescibacteria	Parcubacteria	uncultured Parcubacteria group bacterium			
Otu16079	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	uncultured bacterium		
Otu16080	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium		
Otu16081	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
Otu16082	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu16083	Bacteria	Chloroflexi	SHA-26	uncultured bacterium			
Otu16084	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	uncultured bacterium		
Otu16085	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured Coxiellaceae bacterium
Otu16086	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)		
Otu16087	Bacteria						
Otu16088	Bacteria	Actinobacteria	Actinobacteria				
Otu16089	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu16090	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	
Otu16091	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured		
Otu16092	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	
Otu16093	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu16094	Bacteria	Proteobacteria	Gammaproteobacteria				
Otu16095	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Ambiguous_taxa
Otu16096	Bacteria	Firmicutes	Clostridia	Clostridiales			
Otu16097	Bacteria	FBP	uncultured bacterium				
Otu16098	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae		
Otu16099	Bacteria	Actinobacteria	Actinobacteria	Frankiales			
Otu16100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Cupriavidus	
Otu16101	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	uncultured alpha proteobacterium
Otu16102	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MSB-4B10	uncultured bacterium	
Otu16103	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured bacterium
Otu16104	Bacteria	Actinobacteria	MB-A2-108	uncultured Micromonospora sp.			
Otu16105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	
Otu16106	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae		
Otu16107	Bacteria						
Otu16108	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured Planctomycetaceae bacterium	
Otu16109	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
Otu16110	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu16111	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
Otu16112	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
Otu16113	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	
Otu16114	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	
Otu16115	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	
Otu16116	Bacteria	Actinobacteria	MB-A2-108	uncultured actinobacterium			
Otu16117	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		
Otu16118	Bacteria	Actinobacteria	MB-A2-108	Ambiguous_taxa			
Otu16119	Bacteria	Patescibacteria	Parcubacteria				
Otu16120	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured		
Otu16121	Bacteria						
Otu16122	Bacteria	Fibrobacteres	Chitinivibrionia	uncultured	uncultured bacterium		
Otu16123	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
Otu16124	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	uncultured Isosphaera sp.
Otu16125	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured bacterium
Otu16126	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
Otu16127	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Elev-16S-573	uncultured bacterium		
Otu16128	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales			
Otu16129	Bacteria	Patescibacteria	Berkelbacteria	uncultured bacterium			
Otu16130	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	uncultured bacterium	
Otu16131	Bacteria	Patescibacteria	Parcubacteria	uncultured soil bacterium			
Otu16132	Bacteria	Cyanobacteria	Melainabacteria	Vampirovibrionales	uncultured cyanobacterium		
Otu16133	Bacteria						
Otu16134	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	Acidobacterium sp. Ac_12_G8
Otu16135	Bacteria	Acidobacteria	Subgroup 6				
Otu16136	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88	uncultured bacterium		
Otu16137	Bacteria	Patescibacteria	Microgenomatia	uncultured soil bacterium			
Otu16138	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27		
Otu16139	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	
Otu16140	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	
Otu16141	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu16142	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
Otu16143	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
